name,ion,rest_wavelength_angstrom,oscillator_strength,damping_constant_s,atomic_mass_amu,q_coefficient_cminv,group,reference
H2J1_982,H2J1,982.07427,0.0136447,1030000000.0,2.01588,0.0405884,H2J1,! L 10 R(1) 1a
H2J4_981,H2J4,981.94847,0.00670767,987000000.0,2.01588,0.03444786,H2J4,! L 11 P(4) 1b
H2J0_981,H2J0,981.43871,0.0206903,1030000000.0,2.01588,0.04134865,H2J0,! L 10 R(0) 1a
H2J7_980,H2J7,980.75837,0.00292951,883000000.0,2.01588,0.02588968,H2J7,! L 14 P(7) 2
H2J6_980,H2J6,980.50026,0.023747,1139000000.0,2.01588,0.00066493,H2J6,! W 2 P(6) 2
H2J4_979,H2J4,979.80512,0.0127815,987000000.0,2.01588,0.03610218,H2J4,! L 11 R(4) 1a
H2J6_979,H2J6,979.76133,0.01352,948000000.0,2.01588,0.02940565,H2J6,! L 12 R(6) 2
H2J3_978,H2J3,978.21804,0.00673539,987000000.0,2.01588,0.03809495,H2J3,! L 11 P(3) 1a
H2J6_977,H2J6,977.72752,0.035241,1139000000.0,2.01588,0.00206724,H2J6,! W 2 Q(6) 2
H2J5_977,H2J5,977.46357,0.000364005,948000000.0,2.01588,0.02751866,H2J5,! L 12 P(5) 1b
H2J3_976,H2J3,976.55283,0.0128986,987000000.0,2.01588,0.03939034,H2J3,! L 11 R(3) 1a
H2J5_976,H2J5,976.54876,0.0257208,1139000000.0,2.01588,0.00841259,H2J5,! W 2 P(5) 1b
H2J2_975,H2J2,975.34576,0.0066437,987000000.0,2.01588,0.04092386,H2J2,! L 11 P(2) 1a
H2J7_975,H2J7,975.30210,0.0154503,1121000000.0,2.01588,0.00268414,H2J7,! W 3 P(7) 2
H2J5_974,H2J5,974.88649,0.0142339,948000000.0,2.01588,0.03396998,H2J5,! L 12 R(5) 1a
H2J5_974,H2J5,974.28817,0.0351643,1139000000.0,2.01588,0.00551054,H2J5,! W 2 Q(5) 1a
H2J2_974,H2J2,974.15791,0.0131537,987000000.0,2.01588,0.04185365,H2J2,! L 11 R(2) 1a
H2J6_974,H2J6,974.05209,0.0136709,1139000000.0,2.01588,0.00568077,H2J6,! W 2 R(6) 2
H2J6_973,H2J6,973.82856,0.00536302,912000000.0,2.01588,0.02989496,H2J6,! L 13 P(6) 1b
H2J4_973,H2J4,973.45234,0.00855244,1139000000.0,2.01588,0.01061912,H2J4,! W 2 P(4) 1a
H2J1_973,H2J1,973.34458,0.00589912,987000000.0,2.01588,0.04289516,H2J1,! L 11 P(1) 1a
H2J4_972,H2J4,972.69067,0.0135586,948000000.0,2.01588,0.03305977,H2J4,! L 12 P(4) 1b
H2J1_972,H2J1,972.63275,0.0140478,987000000.0,2.01588,0.04345479,H2J1,! L 11 R(1) 1a
H2J7_972,H2J7,972.44061,0.00558134,857000000.0,2.01588,0.02810778,H2J7,! L 15 P(7) 2
H2J7_972,H2J7,972.27175,0.0278011,1121000000.0,2.01588,0.00497811,H2J7,! W 3 Q(7) 2
H2J0_971,H2J0,971.98624,0.020043,987000000.0,2.01588,0.04416825,H2J0,! L 11 R(0) 1a
H2J4_971,H2J4,971.38961,0.0350968,1139000000.0,2.01588,0.00846055,H2J4,! W 2 Q(4) 1a
H2J5_971,H2J5,971.07497,0.0121176,1139000000.0,2.01588,0.0088915,H2J5,! W 2 R(5) 2
H2J6_970,H2J6,970.99762,0.00711421,912000000.0,2.01588,0.03201589,H2J6,! L 13 R(6) 2
H2J4_970,H2J4,970.83820,0.0160389,948000000.0,2.01588,0.03742072,H2J4,! L 12 R(4) 1a
H2J3_970,H2J3,970.56332,0.0130736,1139000000.0,2.01588,0.00992403,H2J3,! W 2 P(3) 1a
H2J3_969,H2J3,969.08984,0.00816003,948000000.0,2.01588,0.04022253,H2J3,! L 12 P(3) 1a
H2J3_969,H2J3,969.04922,0.0350406,1139000000.0,2.01588,0.01087504,H2J3,! W 2 Q(3) 1a
H2J4_968,H2J4,968.66511,0.0107236,1139000000.0,2.01588,0.0120262,H2J4,! W 2 R(4) 2
H2J5_968,H2J5,968.55661,0.00509638,912000000.0,2.01588,0.03497826,H2J5,! L 13 P(5) 1b
H2J2_968,H2J2,968.29522,0.0115224,1139000000.0,2.01588,0.01184321,H2J2,! W 2 P(2) 1a
H2J3_967,H2J3,967.67695,0.0227601,948000000.0,2.01588,0.03681687,H2J3,! L 12 R(3) 1a
H2J2_967,H2J2,967.28110,0.0350109,1139000000.0,2.01588,0.01271847,H2J2,! W 2 Q(2) 1a
H2J3_966,H2J3,966.78035,0.00614792,1139000000.0,2.01588,0.01789318,H2J3,! W 2 R(3) 1a
H2J2_966,H2J2,966.27550,0.00649635,948000000.0,2.01588,0.04340505,H2J2,! L 12 P(2) 1a
H2J5_966,H2J5,966.17871,0.00832436,912000000.0,2.01588,0.03677543,H2J5,! L 13 R(5) 2
H2J1_966,H2J1,966.09608,0.0349812,1139000000.0,2.01588,0.01396322,H2J1,! W 2 Q(1) 1a
H2J2_965,H2J2,965.79549,0.0240472,1139000000.0,2.01588,0.01814876,H2J2,! W 2 R(2) 1a
H2J6_965,H2J6,965.48139,0.00261446,883000000.0,2.01588,0.03144234,H2J6,! L 14 P(6) 2
H2J1_965,H2J1,965.06488,0.0219251,1139000000.0,2.01588,0.01540176,H2J1,! W 2 R(1) 1a
H2J2_965,H2J2,965.04574,0.00158292,948000000.0,2.01588,0.04040726,H2J2,! L 12 R(2) 1a
H2J0_964,H2J0,964.98399,0.0239558,1139000000.0,2.01588,0.01516367,H2J0,! W 2 R(0) 1a
H2J7_964,H2J7,964.70461,0.00230595,829000000.0,2.01588,0.0293751,H2J7,! L 16 P(7) 2
H2J1_964,H2J1,964.31064,0.00502802,948000000.0,2.01588,0.04544644,H2J1,! L 12 P(1) 1a
H2J4_964,H2J4,964.09089,0.00498546,912000000.0,2.01588,0.03935778,H2J4,! L 13 P(4) 1a
H2J1_963,H2J1,963.60800,0.00707397,948000000.0,2.01588,0.04552063,H2J1,! L 12 R(1) 1a
H2J0_962,H2J0,962.97800,0.0131586,948000000.0,2.01588,0.04661091,H2J0,! L 12 R(0) 1a
H2J6_962,H2J6,962.82129,0.00935859,883000000.0,2.01588,0.03368526,H2J6,! L 14 R(6) 2
H2J4_962,H2J4,962.15297,0.00875105,912000000.0,2.01588,0.04082942,H2J4,! L 13 R(4) 1a
H2J6_961,H2J6,961.70372,0.0165031,1121000000.0,2.01588,0.00722576,H2J6,! W 3 P(6) 1b
H2J3_960,H2J3,960.45057,0.00493219,912000000.0,2.01588,0.04297335,H2J3,! L 13 P(3) 1b B10
H2J5_960,H2J5,960.26564,0.00224404,883000000.0,2.01588,0.03624932,H2J5,! L 14 P(5) 2
H2J6_959,H2J6,959.15235,0.0277083,1121000000.0,2.01588,0.0090659,H2J6,! W 3 Q(6) 2
H2J3_958,H2J3,958.94662,0.00896715,912000000.0,2.01588,0.04411846,H2J3,! L 13 R(3) 1a B10
H2J7_958,H2J7,958.19002,0.0061521,1105000000.0,2.01588,0.00836457,H2J7,! W 4 P(7) 2
H2J5_958,H2J5,958.01140,0.00961679,883000000.0,2.01588,0.03836088,H2J5,! L 14 R(5) 2
H2J5_957,H2J5,957.81887,0.0167029,1121000000.0,2.01588,0.01144081,H2J5,! W 3 P(5) 1b B10
H2J2_957,H2J2,957.65223,0.00480776,912000000.0,2.01588,0.04577359,H2J2,! L 13 P(2) 1a B10
H2J6_957,H2J6,957.41021,0.00435348,857000000.0,2.01588,0.03376881,H2J6,! L 15 P(6) 1b
H2J7_956,H2J7,956.99373,0.00769999,811000000.0,2.01588,0.031078,H2J7,! L 17 P(7) 2
H2J2_956,H2J2,956.57992,0.00921098,912000000.0,2.01588,0.04659168,H2J2,! L 13 R(2) 1a B10
H2J6_955,H2J6,955.97749,0.0147625,1121000000.0,2.01588,0.01208778,H2J6,! W 3 R(6) 2
H2J4_955,H2J4,955.85483,0.00169072,883000000.0,2.01588,0.03998528,H2J4,! L 14 P(4) 1b
H2J1_955,H2J1,955.70815,0.00422758,912000000.0,2.01588,0.04771815,H2J1,! L 13 P(1) 1a B10
H2J5_955,H2J5,955.68059,0.0276314,1121000000.0,2.01588,0.01267422,H2J5,! W 3 Q(5) 2
H2J7_955,H2J7,955.26209,0.0197683,1105000000.0,2.01588,0.0103525,H2J7,! W 4 Q(7) 2
H2J1_955,H2J1,955.06576,0.00988009,912000000.0,2.01588,0.04820903,H2J1,! L 13 R(1) 1a B10
H2J6_954,H2J6,954.70212,0.00114293,857000000.0,2.01588,0.03574293,H2J6,! L 15 R(6) 2
H2J4_954,H2J4,954.47400,0.0167173,1121000000.0,2.01588,0.01552446,H2J4,! W 3 P(4) 1b B10
H2J0_954,H2J0,954.41327,0.0141587,912000000.0,2.01588,0.04894292,H2J0,! L 13 R(0) 1a B10
H2J4_954,H2J4,954.00391,0.0100543,883000000.0,2.01588,0.04226582,H2J4,! L 14 R(4) 2
H2J5_952,H2J5,952.80462,0.0116602,1121000000.0,2.01588,0.0154074,H2J5,! W 3 R(5) 2
H2J4_952,H2J4,952.75740,0.0275578,1121000000.0,2.01588,0.015758,H2J4,! W 3 Q(4) 2 B10
H2J3_952,H2J3,952.27417,0.000657805,883000000.0,2.01588,0.04104973,H2J3,! L 14 P(3) 1b
H2J5_952,H2J5,952.25496,0.00387851,857000000.0,2.01588,0.03881266,H2J5,! L 15 P(5) 1b
H2J3_951,H2J3,951.67184,0.0169938,1121000000.0,2.01588,0.0209694,H2J3,! W 3 P(3) 1a B10
H2J3_950,H2J3,950.81869,0.0109208,883000000.0,2.01588,0.04529959,H2J3,! L 14 R(3) 2
H2J3_950,H2J3,950.39777,0.0275027,1121000000.0,2.01588,0.018277,H2J3,! W 3 Q(3) 1a B10
H2J4_950,H2J4,950.31519,0.0107393,1121000000.0,2.01588,0.01829419,H2J4,! W 3 R(4) 1a B10
H2J7_950,H2J7,950.12370,0.00180098,788000000.0,2.01588,0.03235406,H2J7,! L 18 P(7) 2
H2J5_950,H2J5,950.07344,0.00436762,857000000.0,2.01588,0.04044555,H2J5,! L 15 R(5) 2
H2J6_949,H2J6,949.83996,0.00213559,829000000.0,2.01588,0.03495694,H2J6,! L 16 P(6) 2
H2J2_949,H2J2,949.61045,0.00142114,1121000000.0,2.01588,0.0278229,H2J2,! W 3 P(2) 1a B10
H2J2_949,H2J2,949.35246,0.00928258,883000000.0,2.01588,0.03930819,H2J2,! L 14 P(2) 1b
H2J2_948,H2J2,948.61582,0.0274671,1121000000.0,2.01588,0.02019735,H2J2,! W 3 Q(2) 1a B10
H2J2_948,H2J2,948.47125,0.0129431,883000000.0,2.01588,0.04715304,H2J2,! L 14 R(2) 1a
H2J3_948,H2J3,948.41978,0.0103723,1121000000.0,2.01588,0.02071173,H2J3,! W 3 R(3) 1a B10
H2J4_947,H2J4,947.88785,0.00365429,857000000.0,2.01588,0.04316527,H2J4,! L 15 P(4) 1b
H2J1_947,H2J1,947.51403,0.00352235,883000000.0,2.01588,0.04972156,H2J1,! L 14 P(1) 1a
H2J6_947,H2J6,947.43378,0.00609298,829000000.0,2.01588,0.03696031,H2J6,! L 16 R(6) 2
H2J1_947,H2J1,947.42192,0.0274384,1121000000.0,2.01588,0.02149264,H2J1,! W 3 Q(1) 1a B10
H2J2_947,H2J2,947.11165,0.00993795,1121000000.0,2.01588,0.02287064,H2J2,! W 3 R(2) 1a B10
H2J1_946,H2J1,946.98040,0.0196578,883000000.0,2.01588,0.0462518,H2J1,! L 14 R(1) 1a
H2J0_946,H2J0,946.42556,0.0216224,1121000000.0,2.01588,0.03102591,H2J0,! W 3 R(0) 1a B10
H2J1_946,H2J1,946.38474,0.00807449,1121000000.0,2.01588,0.02627974,H2J1,! W 3 R(1) 1a B10
H2J0_946,H2J0,946.16931,0.00133958,883000000.0,2.01588,0.04247182,H2J0,! L 14 R(0) 1a
H2J4_946,H2J4,946.12271,0.00533399,857000000.0,2.01588,0.04447549,H2J4,! L 15 R(4) 1a
H2J6_944,H2J6,944.78324,0.00994692,1105000000.0,2.01588,0.01295017,H2J6,! W 4 P(6) 2
H2J5_944,H2J5,944.72052,0.00203185,829000000.0,2.01588,0.03996189,H2J5,! L 16 P(5) 2
H2J3_944,H2J3,944.33046,0.00352469,857000000.0,2.01588,0.04676022,H2J3,! L 15 P(3) 1a
H2J7_943,H2J7,943.54717,4.715e-06,773000000.0,2.01588,0.03004227,H2J7,! L 19 P(7) 2
H2J3_942,H2J3,942.96422,0.00573822,857000000.0,2.01588,0.04776314,H2J3,! L 15 R(3) 1a
H2J5_942,H2J5,942.68787,0.00623818,829000000.0,2.01588,0.04159919,H2J5,! L 16 R(5) 2
H2J6_942,H2J6,942.47736,0.00400691,811000000.0,2.01588,0.03665595,H2J6,! L 17 P(6) 2
H2J6_942,H2J6,942.41510,0.0196795,1105000000.0,2.01588,0.01463426,H2J6,! W 4 Q(6) 2
H2J7_942,H2J7,942.23361,0.00952228,1090000000.0,2.01588,0.01669738,H2J7,! W 5 P(7) 2
H2J2_941,H2J2,941.59921,0.00336792,857000000.0,2.01588,0.04954168,H2J2,! L 15 P(2) 1b
H2J5_940,H2J5,940.88292,0.0105472,1105000000.0,2.01588,0.0170359,H2J5,! W 4 P(5) 1b
H2J2_940,H2J2,940.62637,0.00602792,857000000.0,2.01588,0.05024936,H2J2,! L 15 R(2) 1a
H2J6_940,H2J6,940.49158,0.0099348,811000000.0,2.01588,0.03859103,H2J6,! L 17 R(6) 2
H2J4_940,H2J4,940.38754,0.00199323,829000000.0,2.01588,0.04428935,H2J4,! L 16 P(4) 1b
H2J7_939,H2J7,939.97920,0.0133193,1090000000.0,2.01588,0.01438179,H2J7,! W 5 Q(7) 2
H2J1_939,H2J1,939.70672,0.00291382,857000000.0,2.01588,0.0514665,H2J1,! L 15 P(1) 1a
H2J1_939,H2J1,939.12421,0.0065582,857000000.0,2.01588,0.05188763,H2J1,! L 15 R(1) 1a
H2J6_939,H2J6,939.11418,0.00269982,1105000000.0,2.01588,0.01730411,H2J6,! W 4 R(6) 2
H2J5_938,H2J5,938.90912,0.0195995,1105000000.0,2.01588,0.018404,H2J5,! W 4 Q(5) 2
H2J4_938,H2J4,938.72921,0.006378,829000000.0,2.01588,0.04556605,H2J4,! L 16 R(4) 2
H2J0_938,H2J0,938.46776,0.00951063,857000000.0,2.01588,0.05264552,H2J0,! L 15 R(0) 1a
H2J4_937,H2J4,937.55176,0.0103268,1105000000.0,2.01588,0.02058324,H2J4,! W 4 P(4) 1b
H2J5_937,H2J5,937.44275,0.00308293,811000000.0,2.01588,0.04165374,H2J5,! L 17 P(5) 2
H2J3_936,H2J3,936.85709,0.00204989,829000000.0,2.01588,0.04791941,H2J3,! L 16 P(3) 1b
H2J5_936,H2J5,936.46628,0.0109825,1105000000.0,2.01588,0.02079095,H2J5,! W 4 R(5) 2
H2J4_935,H2J4,935.95938,0.0195421,1105000000.0,2.01588,0.02161881,H2J4,! W 4 Q(4) 2
H2J6_935,H2J6,935.63098,0.00165464,788000000.0,2.01588,0.03786035,H2J6,! L 18 P(6) 2
H2J3_935,H2J3,935.57550,0.00657153,829000000.0,2.01588,0.04883117,H2J3,! L 16 R(3) 2
H2J5_935,H2J5,935.32358,0.000455546,811000000.0,2.01588,0.04318584,H2J5,! L 17 R(5) 2
H2J3_934,H2J3,934.79006,0.00951256,1105000000.0,2.01588,0.0234976,H2J3,! W 4 P(3) 1a
H2J2_934,H2J2,934.14479,0.00223943,829000000.0,2.01588,0.05084687,H2J2,! L 16 P(2) 1b
H2J4_933,H2J4,933.78979,0.0091659,1105000000.0,2.01588,0.02375924,H2J4,! W 4 R(4) 2
H2J3_933,H2J3,933.57794,0.019482,1105000000.0,2.01588,0.02424031,H2J3,! W 4 Q(3) 1a
H2J6_933,H2J6,933.44461,0.00375904,788000000.0,2.01588,0.03986101,H2J6,! L 18 R(6) 2
H2J2_933,H2J2,933.24009,0.006886,829000000.0,2.01588,0.05130933,H2J2,! L 16 R(2) 1a
H2J4_933,H2J4,933.17050,0.0027111,811000000.0,2.01588,0.04598242,H2J4,! L 17 P(4) 2
H2J2_932,H2J2,932.60468,0.00760932,1105000000.0,2.01588,0.02569217,H2J2,! W 4 P(2) 1a
H2J1_932,H2J1,932.26621,0.00239836,829000000.0,2.01588,0.05296626,H2J1,! L 16 P(1) 1a
H2J3_931,H2J3,931.81170,0.00874581,1105000000.0,2.01588,0.02609047,H2J3,! W 4 R(3) 1a
H2J2_931,H2J2,931.78086,0.0194461,1105000000.0,2.01588,0.02623615,H2J2,! W 4 Q(2) 1a
H2J1_931,H2J1,931.73288,0.00753127,829000000.0,2.01588,0.05300015,H2J1,! L 16 R(1) 1a
H2J4_931,H2J4,931.53720,0.00252976,811000000.0,2.01588,0.0471645,H2J4,! L 17 R(4) 2
H2J0_931,H2J0,931.06264,0.0106711,829000000.0,2.01588,0.05392193,H2J0,! L 16 R(0) 1a
H2J5_930,H2J5,930.60522,0.00158386,788000000.0,2.01588,0.04281575,H2J5,! L 18 P(5) 2
H2J1_930,H2J1,930.57708,0.0194219,1105000000.0,2.01588,0.02758111,H2J1,! W 4 Q(1) 1a
H2J2_930,H2J2,930.44718,0.00898322,1105000000.0,2.01588,0.02776182,H2J2,! W 4 R(2) 1a
H2J6_929,H2J6,929.69736,0.00301969,1090000000.0,2.01588,0.02212683,H2J6,! W 5 P(6) 2
H2J3_929,H2J3,929.68957,0.00250827,811000000.0,2.01588,0.04956415,H2J3,! L 17 P(3) 1b
H2J1_929,H2J1,929.68836,0.00984172,1105000000.0,2.01588,0.02870046,H2J1,! W 4 R(1) 1a
H2J0_929,H2J0,929.53272,0.0119405,1105000000.0,2.01588,0.02884502,H2J0,! W 4 R(0) 1a
H2J6_928,H2J6,928.77793,0.0056257,773000000.0,2.01588,0.03450348,H2J6,! L 19 P(6) 2
H2J5_928,H2J5,928.76010,0.00391557,788000000.0,2.01588,0.04435672,H2J5,! L 18 R(5) 2
H2J3_928,H2J3,928.43742,0.00330312,811000000.0,2.01588,0.05043924,H2J3,! L 17 R(3) 2
H2J6_927,H2J6,927.36262,0.0132411,1090000000.0,2.01588,0.01885435,H2J6,! W 5 Q(6) 2
H2J6_927,H2J6,927.05157,0.00498923,773000000.0,2.01588,0.04030239,H2J6,! L 19 R(6) 2
H2J2_927,H2J2,927.02002,0.00232754,811000000.0,2.01588,0.05233481,H2J2,! L 17 P(2) 1b
H2J4_926,H2J4,926.35467,0.00157497,788000000.0,2.01588,0.04712078,H2J4,! L 18 P(4) 1b
H2J2_926,H2J2,926.13193,0.0037013,811000000.0,2.01588,0.05293621,H2J2,! L 17 R(2) 2
H2J5_925,H2J5,925.65859,0.00581884,1090000000.0,2.01588,0.02227953,H2J5,! W 5 P(5) 2
H2J1_925,H2J1,925.17453,0.0019672,811000000.0,2.01588,0.05424593,H2J1,! L 17 P(1) 1a
H2J4_924,H2J4,924.84828,0.0040013,788000000.0,2.01588,0.04827866,H2J4,! L 18 R(4) 2
H2J1_924,H2J1,924.64326,0.00416144,811000000.0,2.01588,0.05459732,H2J1,! L 17 R(1) 1a
H2J6_924,H2J6,924.49763,0.00383095,1090000000.0,2.01588,0.02270836,H2J6,! W 5 R(6) 2
H2J0_923,H2J0,923.98463,0.00616671,811000000.0,2.01588,0.05538162,H2J0,! L 17 R(0) 1a
H2J5_923,H2J5,923.96165,0.00286714,773000000.0,2.01588,0.04325677,H2J5,! L 19 P(5) 1b
H2J5_923,H2J5,923.81654,0.0131785,1090000000.0,2.01588,0.02278312,H2J5,! W 5 Q(5) 2
H2J3_922,H2J3,922.89490,0.00161894,788000000.0,2.01588,0.05068943,H2J3,! L 18 P(3) 1b
H2J5_922,H2J5,922.47501,0.00666706,773000000.0,2.01588,0.04199436,H2J5,! L 19 R(5) 2
H2J4_922,H2J4,922.30602,0.00619111,1090000000.0,2.01588,0.02526343,H2J4,! W 5 P(4) 2
H2J3_921,H2J3,921.73016,0.00406946,788000000.0,2.01588,0.05152632,H2J3,! L 18 R(3) 2
H2J5_921,H2J5,921.21942,0.00216944,1090000000.0,2.01588,0.02881256,H2J5,! W 5 R(5) 2
H2J4_920,H2J4,920.83403,0.0131189,1090000000.0,2.01588,0.02612717,H2J4,! W 5 Q(4) 2
H2J2_920,H2J2,920.24323,0.00168347,788000000.0,2.01588,0.05345167,H2J2,! L 18 P(2) 1b
H2J4_919,H2J4,919.78999,0.00213475,773000000.0,2.01588,0.04802474,H2J4,! L 19 P(4) 1b
H2J3_919,H2J3,919.54444,0.00581784,1090000000.0,2.01588,0.02806908,H2J3,! W 5 P(3) 2
H2J2_919,H2J2,919.41816,0.00416768,788000000.0,2.01588,0.05401546,H2J2,! L 18 R(2) 1a
H2J4_919,H2J4,919.05021,0.00791087,1090000000.0,2.01588,0.03266013,H2J4,! W 5 R(4) 2
H2J3_918,H2J3,918.43092,0.0130632,1090000000.0,2.01588,0.02884989,H2J3,! W 5 Q(3) 2
H2J1_918,H2J1,918.41331,0.00160977,788000000.0,2.01588,0.05535517,H2J1,! L 18 P(1) 1a
H2J4_918,H2J4,918.15171,4.5274e-05,773000000.0,2.01588,0.04488527,H2J4,! L 19 R(4) 2
H2J1_917,H2J1,917.92189,0.00442958,788000000.0,2.01588,0.0556799,H2J1,! L 18 R(1) 1a
H2J2_917,H2J2,917.36978,0.00470052,1090000000.0,2.01588,0.03033591,H2J2,! W 5 P(2) 2
H2J0_917,H2J0,917.25198,0.00617555,788000000.0,2.01588,0.05647264,H2J0,! L 18 R(0) 1a
H2J3_916,H2J3,916.87718,0.00693433,1090000000.0,2.01588,0.03113926,H2J3,! W 5 R(3) 2
H2J2_916,H2J2,916.61694,0.0130368,1090000000.0,2.01588,0.03092034,H2J2,! W 5 Q(2) 2
H2J3_916,H2J3,916.38293,0.00182459,773000000.0,2.01588,0.05167878,H2J3,! L 19 P(3) 1a
H2J2_915,H2J2,915.42979,0.00677763,1090000000.0,2.01588,0.03229127,H2J2,! W 5 R(2) 2
H2J1_915,H2J1,915.40107,0.0130148,1090000000.0,2.01588,0.03231442,H2J1,! W 5 Q(1) 2
H2J3_915,H2J3,915.21226,0.00134894,773000000.0,2.01588,0.05190177,H2J3,! L 19 R(3) 1a
H2J1_914,H2J1,914.60737,0.00722537,1090000000.0,2.01588,0.03316301,H2J1,! W 5 R(1) 2
H2J0_914,H2J0,914.39716,0.00846484,1090000000.0,2.01588,0.03342239,H2J0,! W 5 R(0) 2
H2J2_913,H2J2,913.77014,0.00161406,773000000.0,2.01588,0.05447034,H2J2,! L 19 P(2) 1a
H2J2_912,H2J2,912.95107,0.00201527,773000000.0,2.01588,0.05486433,H2J2,! L 19 R(2) 1a
H2J1_911,H2J1,911.96720,0.00131627,773000000.0,2.01588,0.05638629,H2J1,! L 19 P(1) 1a
H2J1_911,H2J1,911.47950,0.00248482,773000000.0,2.01588,0.05662896,H2J1,! L 19 R(1) 1a
H2J0_910,H2J0,910.82073,0.00386549,773000000.0,2.01588,0.05746684,H2J0,! L 19 R(0) 1a
HDJ0_1105,HDJ0,1105.84055,0.0007437,1352000.0,3.0,-0.00654,HDJ0,"! L0-0R(0) w:Ivanov PRL,100,093007(2008) f: AR(06), not Ivanchik(MN10) Aki"
HDJ0_1092,HDJ0,1092.00126,0.002967,5532000.0,3.0,-0.00038,HDJ0,! L1R0 f:Abgrall Roueff A+A 445 361 2006 Aki
HDJ0_1078,HDJ0,1078.83104,0.006749,12890000.0,3.0,0.00528,HDJ0,! L2R0
HDJ0_1066,HDJ0,1066.27568,0.0115,22490000.0,3.0,0.01061,HDJ0,! L3-0R(0) w:Ivanov
HDJ0_1054,HDJ0,1054.29354,0.0164,32720000.0,3.0,0.01557,HDJ0,! 4-0R(0)
HDJ0_1042,HDJ0,1042.85005,0.0205,42010000.0,3.0,0.02013,HDJ0,! 5-0R(0)
HDJ0_1031,HDJ0,1031.91493,0.0236,49260000.0,3.0,0.0244,HDJ0,! 6-0R(0)
HDJ0_1021,HDJ0,1021.46045,0.0253,54020000.0,3.0,0.02831,HDJ0,! 7-0R(0)
HDJ0_1011,HDJ0,1011.46180,0.0262,56910000.0,3.0,0.03193,HDJ0,! 8-0R(0)
HDJ0_1001,HDJ0,1001.89413,0.0247,54760000.0,3.0,0.0353,HDJ0,! 9-0R(0)
HDJ0_992,HDJ0,992.71833,0.0241,54360000.0,3.0,,HDJ0,! 10-0R(0) w:J Tumlinson/Abgrall Roueff list
HDJ0_984,HDJ0,984.01300,0.0204,1000000000.0,3.0,,HDJ0,! 11-0R(0)
HDJ0_975,HDJ0,975.57587,0.0196,1000000000.0,3.0,,HDJ0,"! 12-0R(0) w:Hinnen+,PhysRevA,52,4425,1995"
HDJ0_967,HDJ0,967.52558,0.014,1000000000.0,3.0,,HDJ0,! 13-0R(0) w:Hinnen+
HDJ0_959,HDJ0,959.81919,0.0146,1000000000.0,3.0,,HDJ0,! 14-0R(0) w:Hinnen+
HDJ0_952,HDJ0,952.44500,0.0344,1000000000.0,3.0,,HDJ0,! 15-0R(0)
HDJ0_945,HDJ0,945.32000,0.0104,1000000000.0,3.0,,HDJ0,! 16 1 0 0 w:JT/AR06
HDJ0_1007,HDJ0,1007.29020,0.0325,71300000.0,3.0,-0.0039,HDJ0,! W0-0R(0) w:Ivanov f:AR06
HDJ0_987,HDJ0,987.26216,0.0588,134200000.0,3.0,,HDJ0,! W1-0R(0)w:AR
HDJ0_968,HDJ0,968.96753,0.0657,155500000.0,3.0,,HDJ0,! W2-0R(0)w:AR
HDJ0_952,HDJ0,952.20447,0.0327,80110000.0,3.0,,HDJ0,! W3-0R(0)w:AR
HDJ0_936,HDJ0,936.92147,0.0402,101800000.0,3.0,,HDJ0,! W4-0R(0)w:AR
HDJ0_922,HDJ0,922.92681,0.0296,72800000.0,3.0,,HDJ0,! W5-0R(0)
HDJ1_1107,HDJ1,1107.29245,0.000256,1000000000.0,3.0,-0.00789,HDJ1,"! L0-P1 w:Ivanov, f:AR06"
HDJ1_1106,HDJ1,1106.21689,0.000482,1000000000.0,3.0,-0.00696,HDJ1,! L0-0R(1) w:I f:JT/AR
HDJ1_1093,HDJ1,1093.40155,0.001012,1000000000.0,3.0,-0.00173,HDJ1,! L1-0P(1)
HDJ1_1092,HDJ1,1092.39875,0.001938,1000000000.0,3.0,-0.00084,HDJ1,! L1-0R(1)
HDJ1_1080,HDJ1,1080.17430,0.00228,1000000000.0,3.0,,HDJ1,! L2-0P(1) w:AR
HDJ1_1079,HDJ1,1079.24459,0.004339,1000000000.0,3.0,0.00483,HDJ1,! L2-0R(1) w:I
HDJ1_1067,HDJ1,1067.58691,0.003852,1000000000.0,3.0,0.00939,HDJ1,! L3-0P(1)
HDJ1_1066,HDJ1,1066.70180,0.007615,1000000000.0,3.0,0.01014,HDJ1,! 3-0R(1)
HDJ1_1055,HDJ1,1055.56544,0.006756,1000000000.0,3.0,0.01435,HDJ1,! L4-0P(1)
HDJ1_1054,HDJ1,1054.71640,0.0109,1000000000.0,3.0,,HDJ1,! L4-0R(1) w:AR
HDJ1_1044,HDJ1,1044.08545,0.006756,1000000000.0,3.0,0.01898,HDJ1,! L5-0P(1) w:I
HDJ1_1043,HDJ1,1043.29502,0.01376,1000000000.0,3.0,0.01959,HDJ1,! 5-0R(1)
HDJ1_1033,HDJ1,1033.11624,0.00768,1000000000.0,3.0,0.02325,HDJ1,! L6-0P(1)
HDJ1_1032,HDJ1,1032.36721,0.0159,1000000000.0,3.0,0.02389,HDJ1,! 6-0R(1)
HDJ1_1022,HDJ1,1022.62976,0.00814,1000000000.0,3.0,0.02722,HDJ1,! 7-0P(1)
HDJ1_1021,HDJ1,1021.91899,0.01719,1000000000.0,3.0,0.02778,HDJ1,! 7-0R(1)
