name,ion,rest_wavelength_angstrom,oscillator_strength,damping_constant_s,atomic_mass_amu,q_coefficient_cminv,group,reference
HDJ1_1012,HDJ1,1012.60079,0.00819,1000000000.0,3.0,0.03086,HDJ1,! 8-0P(1)
HDJ1_1011,HDJ1,1011.92611,0.01792,1000000000.0,3.0,0.03137,HDJ1,! 8-0R(1)
HDJ1_1003,HDJ1,1003.00544,0.0079,1000000000.0,3.0,0.03425,HDJ1,! 9-0P(1)
HDJ1_1002,HDJ1,1002.36220,0.01679,1000000000.0,3.0,0.0353,HDJ1,! 9-0R(1)
HDJ1_993,HDJ1,993.80250,0.00737,1000000000.0,3.0,,HDJ1,! 10-0P(1) w:AR
HDJ1_993,HDJ1,993.19160,0.01666,1000000000.0,3.0,,HDJ1,! 10-0R(1)
HDJ1_1007,HDJ1,1007.25370,0.01542,1000000000.0,3.0,-0.00388,HDJ1,! W0R1 w:I
HDJ1_987,HDJ1,987.26670,0.02843,1000000000.0,3.0,,HDJ1,! W1-0R(1) w:AR
HDJ2_1045,HDJ2,1045.76264,0.00804,1000000000.0,3.0,0.01724,HDJ2,! 5-0P(2)
HDJ2_1023,HDJ2,1023.07083,0.0145,1000000000.0,3.0,0.02644,HDJ2,! 7-0R(2)
COJ0_1544,COJ0,1544.44800,0.01579,1000000000.0,28.0,,COJ0,! 12C16O v'=0 R(0) Morton/Noreau 1994 ApJS95:301 Tab3A
COJ1_1544,COJ1,1544.54000,0.007896,1000000000.0,28.0,,COJ1,! v'=0 Q(1)
COJ1_1544,COJ1,1544.38800,0.00788,1000000000.0,28.0,,COJ1,! v'=0 R(1)
COJ2_1544,COJ2,1544.72400,0.001578,1000000000.0,28.0,,COJ2,! v'=0 P(2)
COJ2_1544,COJ2,1544.57100,0.007886,1000000000.0,28.0,,COJ2,! v'=0 Q(2)
COJ2_1544,COJ2,1544.34500,0.006284,1000000000.0,28.0,,COJ2,! v'=0 R(2)
COJ3_1544,COJ3,1544.84700,0.002251,1000000000.0,28.0,,COJ3,! v'=0 P(3)
COJ3_1544,COJ3,1544.61900,0.00787,1000000000.0,28.0,,COJ3,! v'=0 Q(3)
COJ3_1544,COJ3,1544.31600,0.00558,1000000000.0,28.0,,COJ3,! v'=0 R(3)
COJ4_1544,COJ4,1544.98700,0.002617,1000000000.0,28.0,,COJ4,! v'=0 P(4)
COJ4_1544,COJ4,1544.68100,0.007846,1000000000.0,28.0,,COJ4,! v'=0 Q(4)
COJ4_1544,COJ4,1544.30500,0.00516,1000000000.0,28.0,,COJ4,! v'=0 R(4)
COJ5_1545,COJ5,1545.14200,0.002839,1000000000.0,28.0,,COJ5,! v'=0 P(5)
COJ5_1544,COJ5,1544.76000,0.007812,1000000000.0,28.0,,COJ5,! v'=0 Q(5)
COJ5_1544,COJ5,1544.31200,0.004839,1000000000.0,28.0,,COJ5,! v'=0 R(5)
COJ6_1545,COJ6,1545.31400,0.002975,1000000000.0,28.0,,COJ6,! v'=0 P(6)
COJ6_1544,COJ6,1544.85500,0.007759,1000000000.0,28.0,,COJ6,! v'=0 Q(6)
COJ6_1544,COJ6,1544.33800,0.004501,1000000000.0,28.0,,COJ6,! v'=0 R(6)
COJ0_1509,COJ0,1509.74800,0.0351,1000000000.0,28.0,,COJ0,! v'=1 R(0) f:Chan93 G:arbitrary [1]
COJ1_1509,COJ1,1509.83500,0.01457,1000000000.0,28.0,,COJ1,! v'=1 Q(1)
COJ1_1509,COJ1,1509.69500,0.01479,1000000000.0,28.0,,COJ1,! v'=1 R(1)
COJ2_1510,COJ2,1510.01100,0.002913,1000000000.0,28.0,,COJ2,! v'=1 P(2)
COJ2_1509,COJ2,1509.87100,0.01479,1000000000.0,28.0,,COJ2,! v'=1 Q(2)
COJ2_1509,COJ2,1509.66100,0.01207,1000000000.0,28.0,,COJ2,! v'=1 R(2)
COJ0_1477,COJ0,1477.56500,0.0402,1000000000.0,28.0,,COJ0,! v'=2 R(0) [2]
COJ1_1477,COJ1,1477.64800,0.02007,1000000000.0,28.0,,COJ1,! v'=2 Q(1)
COJ1_1477,COJ1,1477.51300,0.02007,1000000000.0,28.0,,COJ1,! v'=2 R(1)
COJ2_1477,COJ2,1477.81700,0.004013,1000000000.0,28.0,,COJ2,! v'=2 P(2)
COJ2_1477,COJ2,1477.68000,0.02006,1000000000.0,28.0,,COJ2,! v'=2 Q(2)
COJ2_1477,COJ2,1477.47700,0.01606,1000000000.0,28.0,,COJ2,! v'=2 R(2)
COJ0_1447,COJ0,1447.35200,0.0347,1000000000.0,28.0,,COJ0,! v'=3 R(0) [3]
COJ1_1447,COJ1,1447.43300,0.0173,1000000000.0,28.0,,COJ1,! v'=3 Q(1)
COJ1_1447,COJ1,1447.30400,0.0173,1000000000.0,28.0,,COJ1,! v'=3 R(1)
COJ2_1447,COJ2,1447.59400,0.003459,1000000000.0,28.0,,COJ2,! v'=3 P(2)
COJ2_1447,COJ2,1447.46500,0.0173,1000000000.0,28.0,,COJ2,! v'=3 Q(2)
COJ2_1447,COJ2,1447.27300,0.01384,1000000000.0,28.0,,COJ2,! v'=3 Q(2)
COJ0_1419,COJ0,1419.04400,0.0242,1000000000.0,28.0,,COJ0,! v'=4 R(0) [4]
COJ1_1419,COJ1,1419.12100,0.01162,1000000000.0,28.0,,COJ1,! v'=4 Q(1)
COJ1_1419,COJ1,1419.00100,0.01171,1000000000.0,28.0,,COJ1,! v'=4 R(1)
COJ0_1392,COJ0,1392.52500,0.0145,1000000000.0,28.0,,COJ0,! v'=5 R(0) [5]
COJ1_1392,COJ1,1392.60000,0.007248,1000000000.0,28.0,,COJ1,! v'=5 Q(1)
COJ1_1392,COJ1,1392.48400,0.007249,1000000000.0,28.0,,COJ1,! v'=5 R(1)
COJ0_1367,COJ0,1367.62300,0.007945,1000000000.0,28.0,,COJ0,! v'=6 R(0) [6]
COJ1_1367,COJ1,1367.69600,0.003972,1000000000.0,28.0,,COJ1,! v'=6 Q(1)
COJ1_1367,COJ1,1367.58600,0.003969,1000000000.0,28.0,,COJ1,! v'=6 R(1)
COJ2_1367,COJ2,1367.83900,0.0007944,1000000000.0,28.0,,COJ2,! v'=6 P(2)
COJ2_1367,COJ2,1367.73000,0.003968,1000000000.0,28.0,,COJ2,! v'=6 Q(2)
COJ2_1367,COJ2,1367.56600,0.003169,1000000000.0,28.0,,COJ2,! v'=6 R(2)
COJ3_1367,COJ3,1367.94600,0.001134,1000000000.0,28.0,,COJ3,! v'=6 P(3)
COJ3_1367,COJ3,1367.78200,0.00396,1000000000.0,28.0,,COJ3,! v'=6 Q(3)
COJ3_1367,COJ3,1367.56400,0.002819,1000000000.0,28.0,,COJ3,! v'=6 R(3)
COJ4_1368,COJ4,1368.07000,0.00132,1000000000.0,28.0,,COJ4,! v'=6 P(4)
COJ4_1367,COJ4,1367.85200,0.003945,1000000000.0,28.0,,COJ4,! v'=6 Q(4)
COJ4_1367,COJ4,1367.58000,0.00261,1000000000.0,28.0,,COJ4,! v'=6 R(4)
COJ5_1368,COJ5,1368.21200,0.001435,1000000000.0,28.0,,COJ5,! v'=6 P(5)
COJ5_1367,COJ5,1367.94000,0.003913,1000000000.0,28.0,,COJ5,! v'=6 Q(5)
COJ5_1367,COJ5,1367.61600,0.002427,1000000000.0,28.0,,COJ5,! v'=6 R(5)
COJ6_1368,COJ6,1368.37100,0.001505,1000000000.0,28.0,,COJ6,! v'=6 P(6)
COJ6_1368,COJ6,1368.04700,0.003811,1000000000.0,28.0,,COJ6,! v'=6 Q(6)
COJ6_1367,COJ6,1367.67500,0.001929,1000000000.0,28.0,,COJ6,! v'=6 R(6)
COJ0_1344,COJ0,1344.18600,0.00414,1000000000.0,28.0,,COJ0,! v'=7 R(0) [7]
COJ1_1344,COJ1,1344.25500,0.00207,1000000000.0,28.0,,COJ1,! v'=7 Q(1)
COJ1_1344,COJ1,1344.15100,0.00207,1000000000.0,28.0,,COJ1,! v'=7 R(1)
COJ2_1344,COJ2,1344.39400,0.000414,1000000000.0,28.0,,COJ2,! v'=7 P(2)
COJ2_1344,COJ2,1344.29000,0.00207,1000000000.0,28.0,,COJ2,! v'=7 Q(2)
COJ2_1344,COJ2,1344.13400,0.001656,1000000000.0,28.0,,COJ2,! v'=7 R(2)
COJ3_1344,COJ3,1344.49800,0.0005913,1000000000.0,28.0,,COJ3,! v'=7 P(3)
COJ3_1344,COJ3,1344.34200,0.00207,1000000000.0,28.0,,COJ3,! v'=7 Q(3)
COJ3_1344,COJ3,1344.13300,0.001479,1000000000.0,28.0,,COJ3,! v'=7 R(3)
COJ4_1344,COJ4,1344.62100,0.0006898,1000000000.0,28.0,,COJ4,! v'=7 P(4)
COJ4_1344,COJ4,1344.41300,0.00207,1000000000.0,28.0,,COJ4,! v'=7 Q(4)
COJ4_1344,COJ4,1344.15300,0.00138,1000000000.0,28.0,,COJ4,! v'=7 R(4)
COJ5_1344,COJ5,1344.75900,0.0007524,1000000000.0,28.0,,COJ5,! v'=7 P(5)
COJ5_1344,COJ5,1344.49900,0.00207,1000000000.0,28.0,,COJ5,! v'=7 Q(5)
COJ5_1344,COJ5,1344.18800,0.001317,1000000000.0,28.0,,COJ5,! v'=7 R(5)
COJ6_1344,COJ6,1344.91700,0.0007958,1000000000.0,28.0,,COJ6,! v'=7 P(6)
COJ6_1344,COJ6,1344.60400,0.002069,1000000000.0,28.0,,COJ6,! v'=7 Q(6)
COJ6_1344,COJ6,1344.24000,0.001274,1000000000.0,28.0,,COJ6,! v'=7 R(6)
COJ0_1322,COJ0,1322.15000,0.002004,1000000000.0,28.0,,COJ0,! v'=8 R(0) [8]
COJ1_1322,COJ1,1322.21700,0.001002,1000000000.0,28.0,,COJ1,! v'=8 Q(1)
COJ1_1322,COJ1,1322.11900,0.001002,1000000000.0,28.0,,COJ1,! v'=8 R(1)
COJ2_1322,COJ2,1322.35100,0.0002004,1000000000.0,28.0,,COJ2,! v'=8 P(2)
COJ2_1322,COJ2,1322.25300,0.001003,1000000000.0,28.0,,COJ2,! v'=8 Q(2)
COJ2_1322,COJ2,1322.10500,0.0008024,1000000000.0,28.0,,COJ2,! v'=8 R(2)
COJ3_1322,COJ3,1322.45500,0.0002862,1000000000.0,28.0,,COJ3,! v'=8 P(3)
COJ3_1322,COJ3,1322.30600,0.001004,1000000000.0,28.0,,COJ3,! v'=8 Q(3)
COJ3_1322,COJ3,1322.10800,0.0007164,1000000000.0,28.0,,COJ3,! v'=8 R(3)
COJ4_1322,COJ4,1322.57500,0.0003342,1000000000.0,28.0,,COJ4,! v'=8 P(4)
COJ4_1322,COJ4,1322.37700,0.001004,1000000000.0,28.0,,COJ4,! v'=8 Q(4)
COJ4_1322,COJ4,1322.13000,0.0006687,1000000000.0,28.0,,COJ4,! v'=8 R(4)
COJ5_1322,COJ5,1322.71400,0.0003646,1000000000.0,28.0,,COJ5,! v'=8 P(5)
COJ5_1322,COJ5,1322.46700,0.001004,1000000000.0,28.0,,COJ5,! v'=8 Q(5)
COJ5_1322,COJ5,1322.16900,0.0006389,1000000000.0,28.0,,COJ5,! v'=8 R(5)
COJ6_1322,COJ6,1322.87000,0.0003855,1000000000.0,28.0,,COJ6,! v'=8 P(6)
COJ6_1322,COJ6,1322.57300,0.001005,1000000000.0,28.0,,COJ6,! v'=8 Q(6)
COJ6_1322,COJ6,1322.22700,0.0006178,1000000000.0,28.0,,COJ6,! v'=8 R(6)
COJ0_1301,COJ0,1301.40300,0.00095,1000000000.0,28.0,,COJ0,! v'=9 R(0) [9]
COJ1_1301,COJ1,1301.46800,0.000475,1000000000.0,28.0,,COJ1,! v'=9 Q(1)
COJ1_1301,COJ1,1301.37400,0.000475,1000000000.0,28.0,,COJ1,! v'=9 R(1)
COJ2_1301,COJ2,1301.59800,9.499e-05,1000000000.0,28.0,,COJ2,! v'=9 P(2)
COJ2_1301,COJ2,1301.50500,0.000475,1000000000.0,28.0,,COJ2,! v'=9 Q(2)
COJ2_1301,COJ2,1301.36400,0.00038,1000000000.0,28.0,,COJ2,! v'=9 R(2)
COJ3_1301,COJ3,1301.70000,0.0001357,1000000000.0,28.0,,COJ3,! v'=9 P(3)
COJ3_1301,COJ3,1301.55900,0.000475,1000000000.0,28.0,,COJ3,! v'=9 Q(3)
COJ3_1301,COJ3,1301.37000,0.0003393,1000000000.0,28.0,,COJ3,! v'=9 R(3)
COJ4_1301,COJ4,1301.82000,0.0001583,1000000000.0,28.0,,COJ4,! v'=9 P(4)
COJ4_1301,COJ4,1301.63100,0.0004749,1000000000.0,28.0,,COJ4,! v'=9 Q(4)
COJ4_1301,COJ4,1301.39600,0.0003167,1000000000.0,28.0,,COJ4,! v'=9 R(4)
COJ5_1301,COJ5,1301.95700,0.0001727,1000000000.0,28.0,,COJ5,! v'=9 P(5)
COJ5_1301,COJ5,1301.72200,0.0004749,1000000000.0,28.0,,COJ5,! v'=9 Q(5)
COJ5_1301,COJ5,1301.43800,0.0003023,1000000000.0,28.0,,COJ5,! v'=9 R(5)
COJ6_1302,COJ6,1302.11300,0.0001826,1000000000.0,28.0,,COJ6,! v'=9 P(6)
COJ6_1301,COJ6,1301.82900,0.0004749,1000000000.0,28.0,,COJ6,! v'=9 Q(6)
COJ6_1301,COJ6,1301.50000,0.0002923,1000000000.0,28.0,,COJ6,! v'=9 R(6)
COJ0_1281,COJ0,1281.86600,0.0004096,1000000000.0,28.0,,COJ0,! v'=10 R(0) [10]
COJ1_1281,COJ1,1281.92900,0.0002048,1000000000.0,28.0,,COJ1,! v'=10 Q(1)
COJ1_1281,COJ1,1281.83800,0.0002048,1000000000.0,28.0,,COJ1,! v'=10 R(1)
COJ2_1282,COJ2,1282.05500,4.095e-05,1000000000.0,28.0,,COJ2,! v'=10 P(2)
COJ2_1281,COJ2,1281.96400,0.0002048,1000000000.0,28.0,,COJ2,! v'=10 Q(2)
COJ2_1281,COJ2,1281.83100,0.0001637,1000000000.0,28.0,,COJ2,! v'=10 R(2)
COJ3_1282,COJ3,1282.15400,5.85e-05,1000000000.0,28.0,,COJ3,! v'=10 P(3)
COJ3_1282,COJ3,1282.02000,0.0002046,1000000000.0,28.0,,COJ3,! v'=10 Q(3)
COJ3_1281,COJ3,1281.84000,0.0001461,1000000000.0,28.0,,COJ3,! v'=10 R(3)
COJ4_1282,COJ4,1282.27300,6.818e-05,1000000000.0,28.0,,COJ4,! v'=10 P(4)
COJ4_1282,COJ4,1282.09300,0.0002046,1000000000.0,28.0,,COJ4,! v'=10 Q(4)
COJ4_1281,COJ4,1281.84000,0.0001364,1000000000.0,28.0,,COJ4,! v'=10 R(4)
COJ5_1282,COJ5,1282.40900,7.437e-05,1000000000.0,28.0,,COJ5,! v'=10 P(5)
COJ5_1282,COJ5,1282.18400,0.0002045,1000000000.0,28.0,,COJ5,! v'=10 Q(5)
COJ5_1281,COJ5,1281.91400,0.0001302,1000000000.0,28.0,,COJ5,! v'=10 R(5)
COJ6_1282,COJ6,1282.56300,7.865e-05,1000000000.0,28.0,,COJ6,! v'=10 P(6)
COJ6_1282,COJ6,1282.29400,0.0002045,1000000000.0,28.0,,COJ6,! v'=10 Q(6)
COJ6_1281,COJ6,1281.97900,0.0001259,1000000000.0,28.0,,COJ6,! v'=10 R(6)
COJ0_1263,COJ0,1263.43300,0.00018,1000000000.0,28.0,,COJ0,! v'=11 R(0) [11]
COJ1_1263,COJ1,1263.49400,9e-05,1000000000.0,28.0,,COJ1,! v'=11 Q(1)
COJ1_1263,COJ1,1263.40900,9e-05,1000000000.0,28.0,,COJ1,! v'=11 R(1)
COJ2_1263,COJ2,1263.61700,1.8e-05,1000000000.0,28.0,,COJ2,! v'=11 P(2)
COJ2_1263,COJ2,1263.53200,9e-05,1000000000.0,28.0,,COJ2,! v'=11 Q(2)
COJ2_1263,COJ2,1263.40300,7.2e-05,1000000000.0,28.0,,COJ2,! v'=11 R(2)
COJ3_1263,COJ3,1263.71600,2.571e-05,1000000000.0,28.0,,COJ3,! v'=11 P(3)
COJ3_1263,COJ3,1263.58700,8.999e-05,1000000000.0,28.0,,COJ3,! v'=11 Q(3)
COJ3_1263,COJ3,1263.41600,6.429e-05,1000000000.0,28.0,,COJ3,! v'=11 R(3)
COJ4_1263,COJ4,1263.83300,2.999e-05,1000000000.0,28.0,,COJ4,! v'=11 P(4)
COJ4_1263,COJ4,1263.66100,8.999e-05,1000000000.0,28.0,,COJ4,! v'=11 Q(4)
COJ4_1263,COJ4,1263.44700,6e-05,1000000000.0,28.0,,COJ4,! v'=11 R(4)
COJ5_1263,COJ5,1263.96800,3.271e-05,1000000000.0,28.0,,COJ5,! v'=11 P(5)
COJ5_1263,COJ5,1263.75400,8.998e-05,1000000000.0,28.0,,COJ5,! v'=11 Q(5)
COJ5_1263,COJ5,1263.49800,5.727e-05,1000000000.0,28.0,,COJ5,! v'=11 R(5)
COJ6_1264,COJ6,1264.12300,3.46e-05,1000000000.0,28.0,,COJ6,! v'=11 P(6)
COJ6_1263,COJ6,1263.86600,8.997e-05,1000000000.0,28.0,,COJ6,! v'=11 Q(6)
COJ6_1263,COJ6,1263.56700,5.538e-05,1000000000.0,28.0,,COJ6,! v'=11 R(6)
